EMP_ID,Role,Domain,Analytical Skills,Technical Proficiency,Communication Skills,Problem Solving Skills,test,dafedaf,lkjdhfdghj,Years of experience in Business Analysis,Experience of related Domain,Leadership-Team lead experience,etset,Bachelor's Degree,Master's Degree,KPI_Score,Proficiency in Programming Languages,"Database Management (SQL, NoSQL)",API Development and Integration,Knowledge of Frameworks,Understanding of Microservices Architecture,Years of experience in Bacend Engineer,"Scripting and Automation (Python, Bash)",Continuous Integration/Continuous Deployment,"Cloud Platforms ( AWS, Azure, GCP)",Configuration Management Tools,Monitoring and Logging Tools,Years of experience in DevOps Engineer,Leadership/Team lead experience,Proficiency in HTML/CSS,Proficiency in JavaScript/TypeScript,Knowledge of Frontend Frameworks/Libraries,UI/UX Design Principles,Responsive Design and Cross-Browser Compatibility,Years of experience in FrontEnd engineer,Proficiency in Frontend Technologies,Proficiency in Backend Technologies,Knowledge of Frontend Frameworks,Knowledge of Backend Frameworks,Years of experience in Fullstack engineer,planning & scheduling,Leadership and Team Management,Risk Management,Budgeting and Cost Control,Knowledge of Project Management Methodologies,Excellent communication,Test Automation,Knowledge of testing methodologies,Bug tracking and reporting,Years of experience in QA,Technical Expertise,Project Management Skills,Problem-Solving and Decision-Making,Communication and Collaboration,Years of experience in Tech Lead,Performance_Category
FU_SYN_5,FullStack Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,related,52.0,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Advanced,Novice,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_6,FullStack Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,related,47.5,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_7,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,35.0,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_8,FullStack Engineer,Finance,,,,,,,,,15+,,,related,Unrelated,43.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_9,FullStack Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,42.0,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_10,FullStack Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,related,29.5,,Advanced,Novice,,,,,,,,,,,,,,,,,Novice,Novice,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,Low
FU_SYN_11,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,34.5,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_12,FullStack Engineer,Education,,,,,,,,,6 - 14,,,related,related,38.5,,Novice,Intermediate,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_13,FullStack Engineer,Finance,,,,,,,,,15+,,,related,related,63.5,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Advanced,Intermediate,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,High
FU_SYN_14,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,Unrelated,37.5,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_15,FullStack Engineer,Education,,,,,,,,,0 - 5,,,related,Unrelated,25.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Novice,3-5 years,,,,,,,,,,,,,,,,Low
FU_SYN_16,FullStack Engineer,Education,,,,,,,,,15+,,,Unrelated,related,38.5,,Novice,Novice,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_17,FullStack Engineer,Health,,,,,,,,,0 - 5,,,related,related,32.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_18,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,30.0,,Novice,Intermediate,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Novice,5+ years,,,,,,,,,,,,,,,,Low
FU_SYN_19,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,26.5,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,Low
FU_SYN_20,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,related,50.0,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_21,FullStack Engineer,Education,,,,,,,,,6 - 14,,,related,related,40.0,,Novice,Novice,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_22,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,35.5,,Advanced,Novice,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_23,FullStack Engineer,Health,,,,,,,,,0 - 5,,,related,related,50.5,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_24,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,50.0,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Novice,Advanced,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_25,FullStack Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,39.5,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_26,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,related,related,52.0,,Novice,Advanced,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_27,FullStack Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,46.5,,Novice,Novice,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_28,FullStack Engineer,Education,,,,,,,,,0 - 5,,,related,related,35.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_29,FullStack Engineer,Education,,,,,,,,,15+,,,Unrelated,Unrelated,41.0,,Novice,Intermediate,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_30,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,42.5,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_31,FullStack Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,Unrelated,41.0,,Novice,Advanced,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_32,FullStack Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,Unrelated,40.5,,Novice,Advanced,,,,,,,,,,,,,,,,,Novice,Advanced,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_33,FullStack Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,related,44.0,,Novice,Intermediate,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_34,FullStack Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,53.5,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_35,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,26.5,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,Low
FU_SYN_36,FullStack Engineer,Education,,,,,,,,,15+,,,Unrelated,related,60.5,,Advanced,Advanced,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,High
FU_SYN_37,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,related,related,35.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_38,FullStack Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,39.5,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_39,FullStack Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,36.5,,Novice,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_40,FullStack Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,57.5,,Advanced,Advanced,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_41,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,32.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Novice,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_42,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,30.0,,Intermediate,Novice,,,,,,,,,,,,,,,,,Advanced,Novice,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,Low
FU_SYN_43,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,55.0,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_44,FullStack Engineer,Finance,,,,,,,,,15+,,,related,related,59.0,,Novice,Advanced,,,,,,,,,,,,,,,,,Advanced,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_45,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,31.5,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Novice,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_46,FullStack Engineer,Education,,,,,,,,,0 - 5,,,related,Unrelated,46.0,,Novice,Advanced,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_47,FullStack Engineer,Health,,,,,,,,,0 - 5,,,related,related,33.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_48,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,32.5,,Advanced,Novice,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_49,FullStack Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,31.0,,Advanced,Novice,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_50,FullStack Engineer,Health,,,,,,,,,6 - 14,,,related,related,43.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Advanced,Advanced,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_51,FullStack Engineer,Finance,,,,,,,,,15+,,,Unrelated,Unrelated,42.5,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_52,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,31.5,,Novice,Novice,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_53,FullStack Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,43.0,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Advanced,Advanced,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_54,FullStack Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,Unrelated,33.0,,Novice,Intermediate,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_55,FullStack Engineer,Finance,,,,,,,,,0 - 5,,,related,related,34.5,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_56,FullStack Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,Unrelated,50.0,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Advanced,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_57,FullStack Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,Unrelated,22.0,,Intermediate,Novice,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,Low
FU_SYN_58,FullStack Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,Unrelated,33.0,,Novice,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_59,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,38.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_60,FullStack Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,41.0,,Novice,Intermediate,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_61,FullStack Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,35.0,,Intermediate,Novice,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_62,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,43.0,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_63,FullStack Engineer,Education,,,,,,,,,15+,,,related,related,46.0,,Advanced,Novice,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_64,FullStack Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,48.5,,Advanced,Novice,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_65,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,related,related,57.0,,Novice,Advanced,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_66,FullStack Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,50.5,,Advanced,Advanced,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_67,FullStack Engineer,Health,,,,,,,,,15+,,,related,related,52.5,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Advanced,Novice,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_68,FullStack Engineer,Education,,,,,,,,,15+,,,Unrelated,Unrelated,48.5,,Advanced,Novice,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_69,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,45.0,,Advanced,Advanced,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_70,FullStack Engineer,Health,,,,,,,,,0 - 5,,,related,Unrelated,32.0,,Novice,Novice,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_71,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,related,related,37.5,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_72,FullStack Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,43.0,,Advanced,Advanced,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_73,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,51.5,,Novice,Advanced,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_74,FullStack Engineer,Education,,,,,,,,,15+,,,related,related,55.5,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_75,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,45.0,,Advanced,Advanced,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_76,FullStack Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,48.5,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_77,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,32.0,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_78,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,related,related,58.0,,Advanced,Advanced,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_79,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,56.5,,Novice,Advanced,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_80,FullStack Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,50.0,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_81,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,42.5,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_82,FullStack Engineer,Education,,,,,,,,,0 - 5,,,related,Unrelated,41.5,,Novice,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_83,FullStack Engineer,Education,,,,,,,,,15+,,,related,related,46.0,,Novice,Advanced,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_84,FullStack Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,57.5,,Advanced,Advanced,,,,,,,,,,,,,,,,,Advanced,Intermediate,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_85,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,32.0,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_86,FullStack Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,35.5,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_87,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,29.5,,Advanced,Novice,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,Low
FU_SYN_88,FullStack Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,46.0,,Intermediate,Novice,,,,,,,,,,,,,,,,,Advanced,Novice,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_89,FullStack Engineer,Health,,,,,,,,,0 - 5,,,related,Unrelated,45.0,,Advanced,Advanced,,,,,,,,,,,,,,,,,Advanced,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_90,FullStack Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,42.0,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_91,FullStack Engineer,Education,,,,,,,,,15+,,,Unrelated,Unrelated,60.5,,Advanced,Advanced,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,High
FU_SYN_92,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,34.5,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_93,FullStack Engineer,Education,,,,,,,,,0 - 5,,,related,Unrelated,33.5,,Novice,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_94,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,related,33.5,,Novice,Novice,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_95,FullStack Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,42.0,,Advanced,Intermediate,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_96,FullStack Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,28.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Novice,Advanced,Intermediate,Intermediate,3-5 years,,,,,,,,,,,,,,,,Low
FU_SYN_97,FullStack Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,related,45.5,,Advanced,Novice,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_98,FullStack Engineer,Education,,,,,,,,,15+,,,related,related,42.0,,Novice,Novice,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_99,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,48.5,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_100,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,30.5,,Intermediate,Novice,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_101,FullStack Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,38.0,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_102,FullStack Engineer,Education,,,,,,,,,0 - 5,,,related,related,58.0,,Advanced,Advanced,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_103,FullStack Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,30.0,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,Low
FU_SYN_104,FullStack Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,Unrelated,44.5,,Advanced,Advanced,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_105,FullStack Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,45.5,,Novice,Advanced,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
FU_SYN_106,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,54.0,,Novice,Advanced,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_107,FullStack Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,related,36.0,,Intermediate,Novice,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_108,FullStack Engineer,E-Commerce,,,,,,,,,15+,,,related,related,46.0,,Advanced,Novice,,,,,,,,,,,,,,,,,Advanced,Advanced,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_109,FullStack Engineer,Health,,,,,,,,,0 - 5,,,related,related,35.5,,Novice,Intermediate,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_110,FullStack Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,44.5,,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,Medium
FU_SYN_111,FullStack Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,Unrelated,52.5,,Advanced,Advanced,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_112,FullStack Engineer,Education,,,,,,,,,15+,,,related,Unrelated,56.0,,Advanced,Advanced,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,Medium
FU_SYN_113,FullStack Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,30.0,,Novice,Intermediate,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,Low
FU_SYN_114,FullStack Engineer,Finance,,,,,,,,,15+,,,related,related,52.5,,Intermediate,Advanced,,,,,,,,,,,,,,,,,Novice,Novice,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,Medium
